center	assay	assay-info	cell-lines	cell-lines-meta	purturbagens	perturbagens-meta	perturbagens-meta (cont)	perturbagens-meta (cont)	signatures-meta	map	readouts	readout-count	data release date	data release date	data release date	data release date	data release date3	release level3	data release date4	release level4
ISMMS - Iyengar	Western blots/PCR (validation assays)	Cardiotoxicity Signatures	"Mount Sinai iPSC-derived myocytes line 1,ips-differentiated,normal,heart;Mount Sinai iPSC-derived myocytes line 2,ips-differentiated,normal,heart"	"2,ips-differentiated"	"Afatinib,FDA approved drug;Axitinib,FDA approved drug;Bosutinib,FDA approved drug;Cabozantinib,FDA approved drug;Ceritinib,FDA approved drug;Crizotinib,FDA approved drug;Dabrafenib,FDA approved drug;Dasatinib,FDA approved drug;Erlotinib,FDA approved drug;Gefitinib,FDA approved drug;Imatinib,FDA approved drug;Lapatinib,FDA approved drug;Nilotinib,FDA approved drug;Pazopanib,FDA approved drug;Ponatinib,FDA approved drug;Regorafenib,FDA approved drug;Ruxolitinib,FDA approved drug;Sorafenib,FDA approved drug;Sunitinib,FDA approved drug;Tofacitinib,FDA approved drug;Trametinib,FDA approved drug;Vandetanib,FDA approved drug;Vemurafenib,FDA approved drug;Trastuzumab,FDA approved drug;Trastuzumab + Ursodeoxycholic acid,FDA approved drug;Trastuzumab + Loperamide,FDA approved drug;Trastuzumab + Domperidone,FDA approved drug;Sunitinib + Ursodeoxycholic acid,FDA approved drug;Sunitinib + Domperidone,FDA approved drug;Sunitinib + Loparemide,FDA approved drug;Sunitinib + Prednisolone,FDA approved drug;Sorafenib + Ursodeoxycholic acid,FDA approved drug;Sorafenib + Entecavir,FDA approved drug;Sorafenib + Diethylpropion,FDA approved drug;Sorafenib + Olmesartan,FDA approved drug;Sorefenib + Diclofenac,FDA approved drug;Dasatinib + Cytarabine,FDA approved drug;Erlotinib + Cefuroxime,FDA approved drug;Imatinib + Cyclosporine,FDA approved drug;Ursodeoxycholic acid,FDA approved drug;Loperamide,FDA approved drug;Domperidone,FDA approved drug;Prednisolone,FDA approved drug;Entecavir,FDA approved drug;Diethylpropion,FDA approved drug;Olmesartan,FDA approved drug;Diclofenac,FDA approved drug;Cytarabine,FDA approved drug;Cefuroxime,FDA approved drug;Cyclosporine,FDA approved drug"	"false:FDA approved drugs,15"	;1	48;hrs;1	3	one-all	image:image		2015 10 15	2015 10 15	2015 10 15	2015 10 15				
ISMMS - Iyengar	RSeq	"Cardiomyocyte ""Efficacy/Toxicity Ratio"" Joint project- Collaborators: ISMMS, UCI, HMS, Broad/Golub, Broad/Jaffe, OHSU & DCIC*"	 Which four? Birtwistle unsure of structure	"4,normal"	"Afatinib,FDA approved drug;Axitinib,FDA approved drug;Bosutinib,FDA approved drug;Cabozantinib,FDA approved drug;Ceritinib,FDA approved drug;Crizotinib,FDA approved drug;Dabrafenib,FDA approved drug;Dasatinib,FDA approved drug;Erlotinib,FDA approved drug;Gefitinib,FDA approved drug;Imatinib,FDA approved drug;Lapatinib,FDA approved drug;Nilotinib,FDA approved drug;Pazopanib,FDA approved drug;Ponatinib,FDA approved drug;Regorafenib,FDA approved drug;Ruxolitinib,FDA approved drug;Sorafenib,FDA approved drug;Sunitinib,FDA approved drug;Tofacitinib,FDA approved drug;Trametinib,FDA approved drug;Vandetanib,FDA approved drug;Vemurafenib,FDA approved drug;Trastuzumab,FDA approved drug;Trastuzumab + Ursodeoxycholic acid,FDA approved drug;Trastuzumab + Loperamide,FDA approved drug;Trastuzumab + Domperidone,FDA approved drug;Sunitinib + Ursodeoxycholic acid,FDA approved drug;Sunitinib + Domperidone,FDA approved drug;Sunitinib + Loparemide,FDA approved drug;Sunitinib + Prednisolone,FDA approved drug;Sorafenib + Ursodeoxycholic acid,FDA approved drug;Sorafenib + Entecavir,FDA approved drug;Sorafenib + Diethylpropion,FDA approved drug;Sorafenib + Olmesartan,FDA approved drug;Sorefenib + Diclofenac,FDA approved drug;Dasatinib + Cytarabine,FDA approved drug;Erlotinib + Cefuroxime,FDA approved drug;Imatinib + Cyclosporine,FDA approved drug;Ursodeoxycholic acid,FDA approved drug;Loperamide,FDA approved drug;Domperidone,FDA approved drug;Prednisolone,FDA approved drug;Entecavir,FDA approved drug;Diethylpropion,FDA approved drug;Olmesartan,FDA approved drug;Diclofenac,FDA approved drug;Cytarabine,FDA approved drug;Cefuroxime,FDA approved drug;Cyclosporine,FDA approved drug"	"false:FDA approved drugs,6"	;1	48;hrs;1	"3,3"	one-all	DEGs:gene list		2015 10 15	2015 10 15	2015 10 15	2015 10 15				
ISMMS - Iyengar	Proteomics	"Cardiomyocyte ""Efficacy/Toxicity Ratio"" Joint project- Collaborators: ISMMS, UCI, HMS, Broad/Golub, Broad/Jaffe, OHSU & DCIC*"	 Which four? Birtwistle unsure of structure	"4,normal"	"Afatinib,FDA approved drug;Axitinib,FDA approved drug;Bosutinib,FDA approved drug;Cabozantinib,FDA approved drug;Ceritinib,FDA approved drug;Crizotinib,FDA approved drug;Dabrafenib,FDA approved drug;Dasatinib,FDA approved drug;Erlotinib,FDA approved drug;Gefitinib,FDA approved drug;Imatinib,FDA approved drug;Lapatinib,FDA approved drug;Nilotinib,FDA approved drug;Pazopanib,FDA approved drug;Ponatinib,FDA approved drug;Regorafenib,FDA approved drug;Ruxolitinib,FDA approved drug;Sorafenib,FDA approved drug;Sunitinib,FDA approved drug;Tofacitinib,FDA approved drug;Trametinib,FDA approved drug;Vandetanib,FDA approved drug;Vemurafenib,FDA approved drug;Trastuzumab,FDA approved drug;Trastuzumab + Ursodeoxycholic acid,FDA approved drug;Trastuzumab + Loperamide,FDA approved drug;Trastuzumab + Domperidone,FDA approved drug;Sunitinib + Ursodeoxycholic acid,FDA approved drug;Sunitinib + Domperidone,FDA approved drug;Sunitinib + Loparemide,FDA approved drug;Sunitinib + Prednisolone,FDA approved drug;Sorafenib + Ursodeoxycholic acid,FDA approved drug;Sorafenib + Entecavir,FDA approved drug;Sorafenib + Diethylpropion,FDA approved drug;Sorafenib + Olmesartan,FDA approved drug;Sorefenib + Diclofenac,FDA approved drug;Dasatinib + Cytarabine,FDA approved drug;Erlotinib + Cefuroxime,FDA approved drug;Imatinib + Cyclosporine,FDA approved drug;Ursodeoxycholic acid,FDA approved drug;Loperamide,FDA approved drug;Domperidone,FDA approved drug;Prednisolone,FDA approved drug;Entecavir,FDA approved drug;Diethylpropion,FDA approved drug;Olmesartan,FDA approved drug;Diclofenac,FDA approved drug;Cytarabine,FDA approved drug;Cefuroxime,FDA approved drug;Cyclosporine,FDA approved drug"	"false:FDA approved drugs,6"	;1	48;hrs;1	"3,3"	one-all	DEPs:protein list		2015 10 15	2015 10 15	2015 10 15	2015 10 15				
ISMMS - Iyengar	Western blots/PCR (validation assays)	"Cardiomyocyte ""Efficacy/Toxicity Ratio"" Joint project- Collaborators: ISMMS, UCI, HMS, Broad/Golub, Broad/Jaffe, OHSU & DCIC*"	 Which four? Birtwistle unsure of structure	"4,normal"	"Afatinib,FDA approved drug;Axitinib,FDA approved drug;Bosutinib,FDA approved drug;Cabozantinib,FDA approved drug;Ceritinib,FDA approved drug;Crizotinib,FDA approved drug;Dabrafenib,FDA approved drug;Dasatinib,FDA approved drug;Erlotinib,FDA approved drug;Gefitinib,FDA approved drug;Imatinib,FDA approved drug;Lapatinib,FDA approved drug;Nilotinib,FDA approved drug;Pazopanib,FDA approved drug;Ponatinib,FDA approved drug;Regorafenib,FDA approved drug;Ruxolitinib,FDA approved drug;Sorafenib,FDA approved drug;Sunitinib,FDA approved drug;Tofacitinib,FDA approved drug;Trametinib,FDA approved drug;Vandetanib,FDA approved drug;Vemurafenib,FDA approved drug;Trastuzumab,FDA approved drug;Trastuzumab + Ursodeoxycholic acid,FDA approved drug;Trastuzumab + Loperamide,FDA approved drug;Trastuzumab + Domperidone,FDA approved drug;Sunitinib + Ursodeoxycholic acid,FDA approved drug;Sunitinib + Domperidone,FDA approved drug;Sunitinib + Loparemide,FDA approved drug;Sunitinib + Prednisolone,FDA approved drug;Sorafenib + Ursodeoxycholic acid,FDA approved drug;Sorafenib + Entecavir,FDA approved drug;Sorafenib + Diethylpropion,FDA approved drug;Sorafenib + Olmesartan,FDA approved drug;Sorefenib + Diclofenac,FDA approved drug;Dasatinib + Cytarabine,FDA approved drug;Erlotinib + Cefuroxime,FDA approved drug;Imatinib + Cyclosporine,FDA approved drug;Ursodeoxycholic acid,FDA approved drug;Loperamide,FDA approved drug;Domperidone,FDA approved drug;Prednisolone,FDA approved drug;Entecavir,FDA approved drug;Diethylpropion,FDA approved drug;Olmesartan,FDA approved drug;Diclofenac,FDA approved drug;Cytarabine,FDA approved drug;Cefuroxime,FDA approved drug;Cyclosporine,FDA approved drug"	"false:FDA approved drugs,15"	;1	48;hrs;1	"3,3"	one-all	image:image		2015 10 15	2015 10 15	2015 10 15	2015 10 15				
ISMMS - Iyengar	RSeq	Cardiotoxicity Signatures	"Mount Sinai iPSC-derived myocytes line 3,ips-differentiated,normal,heart;Mount Sinai iPSC-derived myocytes line 4,ips-differentiated,normal,heart"	"2,ips-differentiated"	"Afatinib,FDA approved drug;Axitinib,FDA approved drug;Bosutinib,FDA approved drug;Cabozantinib,FDA approved drug;Ceritinib,FDA approved drug;Crizotinib,FDA approved drug;Dabrafenib,FDA approved drug;Dasatinib,FDA approved drug;Erlotinib,FDA approved drug;Gefitinib,FDA approved drug;Imatinib,FDA approved drug;Lapatinib,FDA approved drug;Nilotinib,FDA approved drug;Pazopanib,FDA approved drug;Ponatinib,FDA approved drug;Regorafenib,FDA approved drug;Ruxolitinib,FDA approved drug;Sorafenib,FDA approved drug;Sunitinib,FDA approved drug;Tofacitinib,FDA approved drug;Trametinib,FDA approved drug;Vandetanib,FDA approved drug;Vemurafenib,FDA approved drug;Trastuzumab,FDA approved drug;Trastuzumab + Ursodeoxycholic acid,FDA approved drug;Trastuzumab + Loperamide,FDA approved drug;Trastuzumab + Domperidone,FDA approved drug;Sunitinib + Ursodeoxycholic acid,FDA approved drug;Sunitinib + Domperidone,FDA approved drug;Sunitinib + Loparemide,FDA approved drug;Sunitinib + Prednisolone,FDA approved drug;Sorafenib + Ursodeoxycholic acid,FDA approved drug;Sorafenib + Entecavir,FDA approved drug;Sorafenib + Diethylpropion,FDA approved drug;Sorafenib + Olmesartan,FDA approved drug;Sorefenib + Diclofenac,FDA approved drug;Dasatinib + Cytarabine,FDA approved drug;Erlotinib + Cefuroxime,FDA approved drug;Imatinib + Cyclosporine,FDA approved drug;Ursodeoxycholic acid,FDA approved drug;Loperamide,FDA approved drug;Domperidone,FDA approved drug;Prednisolone,FDA approved drug;Entecavir,FDA approved drug;Diethylpropion,FDA approved drug;Olmesartan,FDA approved drug;Diclofenac,FDA approved drug;Cytarabine,FDA approved drug;Cefuroxime,FDA approved drug;Cyclosporine,FDA approved drug"	"false:FDA approved drugs,30"	;1	48;hrs;1	3	one-all	DEGs:gene list		2016 1 31	2016 1 31	2016 1 31	2016 1 31				
ISMMS - Iyengar	Proteomics	Cardiotoxicity Signatures	"Mount Sinai iPSC-derived myocytes line 3,ips-differentiated,normal,heart;Mount Sinai iPSC-derived myocytes line 4,ips-differentiated,normal,heart"	"2,ips-differentiated"	"Afatinib,FDA approved drug;Axitinib,FDA approved drug;Bosutinib,FDA approved drug;Cabozantinib,FDA approved drug;Ceritinib,FDA approved drug;Crizotinib,FDA approved drug;Dabrafenib,FDA approved drug;Dasatinib,FDA approved drug;Erlotinib,FDA approved drug;Gefitinib,FDA approved drug;Imatinib,FDA approved drug;Lapatinib,FDA approved drug;Nilotinib,FDA approved drug;Pazopanib,FDA approved drug;Ponatinib,FDA approved drug;Regorafenib,FDA approved drug;Ruxolitinib,FDA approved drug;Sorafenib,FDA approved drug;Sunitinib,FDA approved drug;Tofacitinib,FDA approved drug;Trametinib,FDA approved drug;Vandetanib,FDA approved drug;Vemurafenib,FDA approved drug;Trastuzumab,FDA approved drug;Trastuzumab + Ursodeoxycholic acid,FDA approved drug;Trastuzumab + Loperamide,FDA approved drug;Trastuzumab + Domperidone,FDA approved drug;Sunitinib + Ursodeoxycholic acid,FDA approved drug;Sunitinib + Domperidone,FDA approved drug;Sunitinib + Loparemide,FDA approved drug;Sunitinib + Prednisolone,FDA approved drug;Sorafenib + Ursodeoxycholic acid,FDA approved drug;Sorafenib + Entecavir,FDA approved drug;Sorafenib + Diethylpropion,FDA approved drug;Sorafenib + Olmesartan,FDA approved drug;Sorefenib + Diclofenac,FDA approved drug;Dasatinib + Cytarabine,FDA approved drug;Erlotinib + Cefuroxime,FDA approved drug;Imatinib + Cyclosporine,FDA approved drug;Ursodeoxycholic acid,FDA approved drug;Loperamide,FDA approved drug;Domperidone,FDA approved drug;Prednisolone,FDA approved drug;Entecavir,FDA approved drug;Diethylpropion,FDA approved drug;Olmesartan,FDA approved drug;Diclofenac,FDA approved drug;Cytarabine,FDA approved drug;Cefuroxime,FDA approved drug;Cyclosporine,FDA approved drug"	"false:FDA approved drugs,10"	;1	48;hrs;1	3	one-all	DEPs:protein list		2016 1 31	2016 1 31	2016 1 31	2016 1 31				
ISMMS - Iyengar	Western blots	Cardiotoxicity Signatures	"Mount Sinai iPSC-derived myocytes line 3,ips-differentiated,normal,heart;Mount Sinai iPSC-derived myocytes line 4,ips-differentiated,normal,heart"	"2,ips-differentiated"	"Afatinib,FDA approved drug;Axitinib,FDA approved drug;Bosutinib,FDA approved drug;Cabozantinib,FDA approved drug;Ceritinib,FDA approved drug;Crizotinib,FDA approved drug;Dabrafenib,FDA approved drug;Dasatinib,FDA approved drug;Erlotinib,FDA approved drug;Gefitinib,FDA approved drug;Imatinib,FDA approved drug;Lapatinib,FDA approved drug;Nilotinib,FDA approved drug;Pazopanib,FDA approved drug;Ponatinib,FDA approved drug;Regorafenib,FDA approved drug;Ruxolitinib,FDA approved drug;Sorafenib,FDA approved drug;Sunitinib,FDA approved drug;Tofacitinib,FDA approved drug;Trametinib,FDA approved drug;Vandetanib,FDA approved drug;Vemurafenib,FDA approved drug;Trastuzumab,FDA approved drug;Trastuzumab + Ursodeoxycholic acid,FDA approved drug;Trastuzumab + Loperamide,FDA approved drug;Trastuzumab + Domperidone,FDA approved drug;Sunitinib + Ursodeoxycholic acid,FDA approved drug;Sunitinib + Domperidone,FDA approved drug;Sunitinib + Loparemide,FDA approved drug;Sunitinib + Prednisolone,FDA approved drug;Sorafenib + Ursodeoxycholic acid,FDA approved drug;Sorafenib + Entecavir,FDA approved drug;Sorafenib + Diethylpropion,FDA approved drug;Sorafenib + Olmesartan,FDA approved drug;Sorefenib + Diclofenac,FDA approved drug;Dasatinib + Cytarabine,FDA approved drug;Erlotinib + Cefuroxime,FDA approved drug;Imatinib + Cyclosporine,FDA approved drug;Ursodeoxycholic acid,FDA approved drug;Loperamide,FDA approved drug;Domperidone,FDA approved drug;Prednisolone,FDA approved drug;Entecavir,FDA approved drug;Diethylpropion,FDA approved drug;Olmesartan,FDA approved drug;Diclofenac,FDA approved drug;Cytarabine,FDA approved drug;Cefuroxime,FDA approved drug;Cyclosporine,FDA approved drug"	"false:FDA approved drugs,3"	;1	48;hrs;1	3	one-all	image:image		2016 1 31	2016 1 31	2016 1 31	2016 1 31				
																				
Broad - Golub	evaluating shRs (vs CRISPRs)	L1000	"MCF7,normal,cancer line,breast;PC3,normal,cancer line,prostate;A375,normal,cancer line,skin;HT29,normal,cancer line,ovarian;HA1E,normal,imm cells,colon;A549,normal,cancer line,lung"	"2.5,normal"	"EGFP(control),genetic,12 (6 sgRs and 6 shRs);EGFR,genetic,12 (6 sgRs and 6 shRs);MUC1,genetic,12 (6 sgRs and 6 shRs);BRAF,genetic,12 (6 sgRs and 6 shRs);MTOR,genetic,12 (6 sgRs and 6 shRs);AKT2,genetic,12 (6 sgRs and 6 shRs);AURKB,genetic,12 (6 sgRs and 6 shRs);BIRC5,genetic,12 (6 sgRs and 6 shRs);MCL1,genetic,12 (6 sgRs and 6 shRs);MYL9,genetic,12 (6 sgRs and 6 shRs);ERBB3,genetic,12 (6 sgRs and 6 shRs);ERG,genetic,12 (6 sgRs and 6 shRs);PDGFA,genetic,12 (6 sgRs and 6 shRs);PIK3CA,genetic,12 (6 sgRs and 6 shRs);CXCR4,genetic,12 (6 sgRs and 6 shRs);KIT,genetic,12 (6 sgRs and 6 shRs);KRAS,genetic,12 (6 sgRs and 6 shRs)"	"false:genetic,900"	;1	;;1	3	one-all	L1000 gene expressions:number		2015 6 30	2015 6 30	2015 6 30	2015 6 30				
Broad - Golub	evaluating CRISPRs (vs shRs)	L1000	"MCF7,normal,cancer line,breast;PC3,normal,cancer line,prostate;A375,normal,cancer line,skin;HT29,normal,cancer line,ovarian;HA1E,normal,imm cells,colon;A549,normal,cancer line,lung"	"2.5,normal"	"EGFP(control),genetic,12 (6 sgRs and 6 shRs);EGFR,genetic,12 (6 sgRs and 6 shRs);MUC1,genetic,12 (6 sgRs and 6 shRs);BRAF,genetic,12 (6 sgRs and 6 shRs);MTOR,genetic,12 (6 sgRs and 6 shRs);AKT2,genetic,12 (6 sgRs and 6 shRs);AURKB,genetic,12 (6 sgRs and 6 shRs);BIRC5,genetic,12 (6 sgRs and 6 shRs);MCL1,genetic,12 (6 sgRs and 6 shRs);MYL9,genetic,12 (6 sgRs and 6 shRs);ERBB3,genetic,12 (6 sgRs and 6 shRs);ERG,genetic,12 (6 sgRs and 6 shRs);PDGFA,genetic,12 (6 sgRs and 6 shRs);PIK3CA,genetic,12 (6 sgRs and 6 shRs);CXCR4,genetic,12 (6 sgRs and 6 shRs);KIT,genetic,12 (6 sgRs and 6 shRs);KRAS,genetic,12 (6 sgRs and 6 shRs)"	"false:genetic,800"	;1	;;1	3	one-all	L1000 gene expressions:number		2015 6 30	2015 6 30	2015 6 30	2015 6 30				
Broad - Golub	deep exploration of cellular context (small-molecules)	L1000	"MCF7,normal,cancer line,breast;PC3,normal,cancer line,prostate;A375,normal,cancer line,skin;HT29,normal,cancer line,ovarian;HA1E,normal,imm cells,colon;A549,normal,cancer line,lung;HPAC,normal,cancer line,pancreas"	"2.5,normal"	"acetyldinaline (Ci-994),chemical;alpha-estradiol,chemical;belinostat,chemical;beta-estradiol,chemical;BIX 01294,chemical;BIX 01338,chemical;CPI-169,chemical;decitabine,chemical;DMSO,chemical;entinostat,chemical (MS275),chemical;fluphenazine,chemical;fulvestrant,chemical;geldanamycin,chemical;genistein,chemical;GSK-J4,chemical;GSK1210151A,chemical;gsk126,chemical;GSK525762A,chemical;jq1,chemical;LY-294002,chemical;methylstat,chemical;Mitoxantrone,chemical;monorden,chemical;OSI-027,chemical;rapamycin,chemical;resveratrol,chemical;salermide,chemical;sirolimus,chemical;staurosporine,chemical;tanespamycin,chemical;thioridazine,chemical;tretinoin (atra),chemical;trichostatin a,chemical;trifluoperazine,chemical;troglitazone,chemical;unc0321,chemical;unc0646,chemical;unc1215,chemical;valproic acid,chemical;vorinostat,chemical;withaferin a,chemical;wortmannin,chemical;zebularine,chemical"	"false:chemical,360"	;6	;;1	3	one-all	L1000 gene expressions:number		2015 6 30	2015 6 30	2015 6 30	2015 6 30				
Broad - Golub	deep exploration of cellular context (biologicals)	L1000	"MCF7,normal,cancer line,breast;PC3,normal,cancer line,prostate;A375,normal,cancer line,skin;HT29,normal,cancer line,ovarian;HA1E,normal,imm cells,colon;A549,normal,cancer line,lung;HPAC,normal,cancer line,pancreas"	"12.5,normal"	"acetyldinaline (Ci-994),chemical;alpha-estradiol,chemical;belinostat,chemical;beta-estradiol,chemical;BIX 01294,chemical;BIX 01338,chemical;CPI-169,chemical;decitabine,chemical;DMSO,chemical;entinostat,chemical (MS275),chemical;fluphenazine,chemical;fulvestrant,chemical;geldanamycin,chemical;genistein,chemical;GSK-J4,chemical;GSK1210151A,chemical;gsk126,chemical;GSK525762A,chemical;jq1,chemical;LY-294002,chemical;methylstat,chemical;Mitoxantrone,chemical;monorden,chemical;OSI-027,chemical;rapamycin,chemical;resveratrol,chemical;salermide,chemical;sirolimus,chemical;staurosporine,chemical;tanespamycin,chemical;thioridazine,chemical;tretinoin (atra),chemical;trichostatin a,chemical;trifluoperazine,chemical;troglitazone,chemical;unc0321,chemical;unc0646,chemical;unc1215,chemical;valproic acid,chemical;vorinostat,chemical;withaferin a,chemical;wortmannin,chemical;zebularine,chemical"	"false:chemical,50"	;6	;;1	3	one-all	L1000 gene expressions:number		2015 6 30	2015 6 30	2015 6 30	2015 6 30				
																				
HMS - Sorger	20215: Sensitivity measures of MDA-MB-231 and HME-1 cell lines to LINCS Phase I TransCenter Project kinase inhibitors--single drug treatments	"Imaging assay--monitoring cell number via Hoechst 33342 (nuclei) staining. To generate measures of the sensitivities of two cell lines to LINCS Phase I TransCenter Project kinase inhibitors we treated cells with single drugs at multiple concentrations.  After 3 days of incubation, cells were stained with Hoechst 33342 and nuclei were counted.  Cell numbers after drug exposure were compared with numbers present on Day 0, immediately after drug was added. Calculated metrics (IC50, GI50, EC50, Hill coefficient and Einf) from this data are available in HMS-LINCS dataset 20216."	"HME1,normal,normal,breast;MDAMB231,normal,normal,breast"	"2,normal"	"GDC0941,small molecule;MK2206,small molecule;WYE125132,small molecule;Torin1,small molecule;PD0325901,small molecule"	"false:small molecules,5"	0.000166-22uM;22	3;days;1		one-all	Nuclei/cell count:kinase inhibitor sensitivity measurements	1	2015 3 31	2015 3 31						
HMS - Sorger	20216: Metrics for growth responses of MDA-MB-231 and HME-1 cell lines to LINCS Phase I TransCenter Project kinase inhibitors--single drug treatments	"Analysis Dataset--This dataset presents calculated metrics (IC50, GI50, EC50, Hill coefficient and Einf) for the data in HMS-LINCS dataset #20215. The data in #20215 are measures of the sensitivities of two cell lines to the LINCS Phase I TransCenter kinase inhibitors -- cells were treated with single drugs and cell number was measured after three days of drug exposure."	"HME1,normal,normal,breast;MDAMB231,normal,normal,breast"	"2,normal"	"GDC0941,small molecule;MK2206,small molecule;WYE125132,small molecule;Torin1,small molecule;PD0325901,small molecule"	"false:small molecules,5"	0.000166-22uM;22	3;days;1		one-all	AYLSIS OF ASSAY ABOVE	1			2015 3 31					
HMS - Sorger	20217:  Viability and apoptosis in BRAF(V600E/D) melanoma cell lines monitored by imaging	"Imaging assay--monitoring dose response of anti-mitotic compounds in human cancer cell lines at 24, 48, and 72 hours to determine their effects on apoptosis.  To score viability and apoptosis, a dye-based imaging assay was used; the cell-permeable D dye Hoechst 33342 was used to mark nuclei and DEVD-NucView488 caspase-3 substrate was used to mark apoptosis (stains nuclei of cells undergoing apoptosis, in which caspase 3 is active)."	"C32,normal,normal,skin;COLO858,normal,normal,skin;K2,normal,normal,skin;LOXIMVI,normal,normal,skin;MMACSF,normal,normal,skin;MZ7MEL,normal,normal,skin;RVH421,normal,normal,skin;SKMEL28,normal,normal,skin;WM115,normal,normal,skin;WM1552C,normal,normal,skin"	"10,normal"	"AZ628,small molecule;Selumetinib,small molecule;Vemurafenib,small molecule;PLX4720,small molecule;SB590885,small molecule"	"false:small molecules,5"	0.00316-3.16uM;7	"24,48,72;hrs;3"		one-all	Nuclei/cell count:image;Apoptotic cells:image	2	2015 6 30	2015 6 30	2015 6 30	2015 6 30				
HMS - Sorger	20218: Phosphorylation state and protein levels measured in BRAF(V600E/D) melanoma cell lines monitored by Reverse Phase Protein Arrays (RPPA)	"Reverse Phase Protein Arrays--monitoring  phosphorylation state and protein levelsof 21 targets in BRAF(V600E/D) melanoma cell lines. Staining and analysis of RPPA data using validated antibodies were performed as described in Sevecka et al, 2011, PMID: 21296872."	"C32,normal,normal,skin;COLO858,normal,normal,skin;K2,normal,normal,skin;LOXIMVI,normal,normal,skin;MMACSF,normal,normal,skin;MZ7MEL,normal,normal,skin;RVH421,normal,normal,skin;SKMEL28,normal,normal,skin;WM115,normal,normal,skin;WM1552C,normal,normal,skin"	"10,normal"	"AZ628,small molecule;Selumetinib,small molecule;Vemurafenib,small molecule;PLX4720,small molecule;SB590885,small molecule"	"false:small molecules,5"	0.00316-3.16uM;7	"1,5,10,24,48;hrs;5"		one-all	pMEK(S217/221):phosphorylation state + protein level;pERK(T202/Y204):phosphorylation state + protein level;p-p90RSK(S380):phosphorylation state + protein level;p-p90RSK(T573):phosphorylation state + protein level;p-AKT(T308):phosphorylation state + protein level;p-AKT(S473):phosphorylation state + protein level;p-mTOR(S2448):phosphorylation state + protein level;p-p70S6K(T421/S424):phosphorylation state + protein level;p-p70S6K(T389):phosphorylation state + protein level;p-S6(S235/236):phosphorylation state + protein level;p-AMPK(T172):phosphorylation state + protein level;p-JNK(T183/Y185):phosphorylation state + protein level;Total c-Jun:phosphorylation state + protein level;p-cJun(S63):phosphorylation state + protein level;p-P38(T180/Y182):phosphorylation state + protein level;p-HSP27(S82):phosphorylation state + protein level;p-NFKB(S536):phosphorylation state + protein level;Bim:phosphorylation state + protein level;cPARP:phosphorylation state + protein level;p-Histone H3(S10):phosphorylation state + protein level;p27 Kip1:phosphorylation state + protein level	21	2015 6 30	2015 6 30	2015 6 30	2015 6 30				
HMS - Sorger	20219: Phosphorylation state and protein levels measured in BRAF(V600E/D) melanoma cell lines monitored by imaging	Imaging assay--monitoring protein (or phospho protein) levels of 7 targets. 	"COLO858,normal,normal,skin;LOXIMVI,normal,normal,skin;WM115,normal,normal,skin;WM1552C,normal,normal,skin"	"4,normal"	"Vemurafenib,small molecule;JNK-IN-8,small molecule;Vemurafenib + JNK-IN-8,small molecule"	"false:small molecules,3"	0-5uM;9	24;hrs;1		one-all	p27 Kip1--Alexa488:image;p-Histone H3(S10)--Alexa488:image;Ki-67--Alexa488:image;p-Rb(S807/S811)--Alexa568:image;p-ERK(T202/Y204)--Alexa647:image;p-S6(S235/S236--Alexa647:image;p-cJun(S73)--Alexa647:image	7	2015 6 30	2015 6 30	2015 6 30	2015 6 30				
HMS - Sorger	TransCenter3: Sensitivity measures of MDA-MB-231 and HME-1 cell lines to LINCS Phase I TransCenter Project kinase inhibitors - drug combinations	Imaging assay--monitoring cell number via Hoechst 33342 (nuclei) staining. To generate measures of the sensitivities of two cell lines to LINCS Phase I TransCenter Project kinase inhibitors we treated cells with two drugs at a time and measured the cell number after three days of drug exposure.  All pairwise combinations have been tested. Dataset TransCenter4 tests the same cell/drug conditions with L1000 readout.	"HME1,normal,normal,breast;MDAMB231,normal,normal,breast"	"2,normal"	"GDC0941,small molecule;MK2206,small molecule;WYE125132,small molecule;Torin1,small molecule;PD0325901,small molecule"	"false:small molecules,5"	0.000166-22uM (adjusted by drug and cell line);	3;days;1		one-all	Nuclei/cell count:kinase inhibitor sensitivity measurements	1	2015 9 30	2015 9 30						
HMS - Sorger	TransCenter4: L1000 response of MDA-MB-231 and HME-1 cell lines to LINCS Phase I TransCenter Project kinase inhibitors--drug combinations	"Transcriptional response dataset-- corresponding to the cell/drug conditions tested in dataset TransCenter3, but measured with the L1000 assay at the Broad Institute."	"HME1,normal,normal,breast;MDAMB231,normal,normal,breast"	"2,normal"	"GDC0941,small molecule;MK2206,small molecule;WYE125132,small molecule;Torin1,small molecule;PD0325901,small molecule"	"false:small molecules,5"	0.000166-22uM (adjusted by drug and cell line);	"3,24;hrs;2"		one-all	L1000 gene expressions:number	1	2015 9 30	2015 9 30						
